132,78,458,,,,Y,N,N,,,,JV ,Joint Venture,Jay's Cabinet Company,Northeast,Northeast,OTH,Team 1,SP,G-2,MKT,INT                                ,INT                                ,NTWK                               ,Michael Montgomery Hair Salon,West Haven,6516,,N,T
133,102,37,,,,Y,N,Y,,,,MU ,Management Unit,Mergenthaler Inc.,Midwest,Midwest,OTH,Team 5,LP,G-5,SLS,INT                                ,DIR                                ,NATL                               ,Percy Photography,North Manchest,46962,,Y,T
134,131,420,,,,N,N,Y,,,,MU ,Management Unit,Parkway Auto Body,Southeast,Southeast,TEL,Team 3,SP,G-3,SLS,INT                                ,DIR                                ,MO                                 ,Nirabi Auto Service,Tampa,33607,,N,T
135,382,6,,,,N,Y,Y,,,,JV ,Joint Venture,Eva Galler Galleries Inc.,Southeast,Southeast,FLD,Team 4,COR,ATM,SLS,INT                                ,CCE                                ,NATL                               ,Resnick DDS,Starkville,35759,,N,T
136,481,103,,,,Y,Y,N,,,,MU ,Management Unit,Highland Lanes,Southeast,Southeast,FLD,Team 3,COR,G-4,SLS,INT                                ,SCH                                ,NTWK                               ,American Deli Workers Union,Huntsville,35806,,Y,T
137,219,217,,,,N,N,Y,,,,JV ,Joint Venture,Doll House Rock,Southeast,Southeast,OTH,Team 1,COR,G-5,MKT,EXT                                ,INT                                ,DI                                 ,North Shore Appliance Service,Alexandria,22312,,N,T
138,252,494,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Midwest,Midwest,TEL,Team 4,SP,ATM,SLS,EXT                                ,CCE                                ,MO                                 ,Doll House Rock,Benton Harbor,49022,,Y,T
139,70,259,,,,Y,N,Y,,,,MU ,Management Unit,Mail Boxes Et. Al.,Southeast,Southeast,OTH,Team 3,SP,G-1,MKT,INT                                ,INV                                ,NTWK                               ,Bills Dive Shop,Fort Walton Be,32549,,N,T
140,169,231,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Dean Barnett Furniture Repair,Southeast,Southeast,TEL,Team 3,SP,G-2,MKT,INT                                ,CCE                                ,MO                                 ,Nyman Interior Design,Birmingham,35203,,N,T
141,457,465,,,,N,N,N,,,,MU ,Management Unit,Keyth Contracting and Repair,Northwest,Northwest,OTH,Team 2,SP,G-3,MKT,EXT                                ,SCH                                ,MO                                 ,Elm Place Business Supplies,Bellevue,98009,,N,T
142,84,276,,,,N,Y,Y,,,,MU ,Management Unit,Portugal,Midwest,Midwest,TEL,Team 5,SP,G-2,SLS,EXT                                ,SCH                                ,DI                                 ,Myles Building Consultants,Hamilton,45013,,N,T
143,93,293,,,,Y,N,N,,,,MU ,Management Unit,Gourmet the Frog,Midwest,Midwest,FLD,Team 4,SP,G-1,MKT,INT                                ,INT                                ,MO                                 ,Ninas Snow Plowing,Pontiac-Oaklan,48343,,Y,T
144,78,9,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Air Indonesia,Northeast,Northeast,FLD,Team 1,COR,G-4,MKT,INT                                ,INT                                ,NATL                               ,Percy Photography,Manchester,3108,,Y,T
145,78,40,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Venturi Discount Drugs,Midwest,Midwest,OTH,Team 4,COR,G-4,SLS,EXT                                ,INT                                ,MO                                 ,Meonits & Mogogni Inc.,Lindborg,67456,,N,T
146,195,91,,,,N,N,Y,,,,JV ,Joint Venture,Lidhal design Corp.,Southwest,Southwest,TEL,Team 2,SP,G-2,SLS,INT                                ,SCH                                ,MO                                 ,Kapp Camera and Video,Phoenix,85060,,Y,T
147,131,172,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Cotton Thumb Ltd.,Southwest,Southwest,FLD,Team 3,SP,G-2,MKT,INT                                ,CCE                                ,NATL                               ,Moveit Motorcycle Service,Fullerton,92634,,N,T
148,111,287,,,,Y,N,N,,,,WOS,Wholly Owned Subsidiary,American Deli Workers Union,Midwest,Midwest,TEL,Team 4,SP,G-2,MKT,EXT                                ,CCE                                ,NATL                               ,Air France,St. Louis,63130,,Y,T
149,498,234,,,,Y,Y,N,,,,JV ,Joint Venture,Air Indonesia,Southeast,Southeast,TEL,Team 1,COR,G-1,MKT,EXT                                ,INV                                ,DI                                 ,Cotton Thumb Ltd.,Orlando,32816,,Y,T
150,142,263,,,,Y,N,N,,,,JV ,Joint Venture,Perimeter Security Consultants,Southwest,Southwest,OTH,Team 2,SP,ATM,MKT,EXT                                ,CCE                                ,DI                                 ,Glenn Oaks Office Supplies,La Jolla,92037,,Y,T
151,317,484,,,,Y,N,N,,,,MU ,Management Unit,MedicServe Medical Supply,Southwest,Southwest,TEL,Team 4,COR,G-4,MKT,INT                                ,INV                                ,MO                                 ,Mail Boxes Et. Al.,Salt Lake City,84112,,Y,T
152,259,286,,,,N,N,N,,,,JV ,Joint Venture,Elm Place Business Supplies,Southwest,Southwest,OTH,Team 5,COR,G-4,MKT,INT                                ,DIR                                ,DI                                 ,Gourmet the Frog,San Jose,95110,,Y,T
153,380,366,,,,Y,N,Y,,,,JV ,Joint Venture,Hi-Land Art & Frame,Southwest,Southwest,OTH,Team 2,LP,G-4,MKT,EXT                                ,SCH                                ,NATL                               ,Acturial Enterprises Ltd.,Rohnert Park,94928,,N,T
154,3,312,,,,N,N,Y,,,,MU ,Management Unit,Highland Lanes,Southwest,Southwest,OTH,Team 5,SP,G-4,SLS,INT                                ,INT                                ,DI                                 ,Garfield Appliance Service,Phoenix,85014,,Y,T
155,452,499,,,,N,N,Y,,,,MU ,Management Unit,Hart Corporation,Midwest,Midwest,FLD,Team 1,COR,G-4,SLS,INT                                ,INT                                ,NATL                               ,American Deli Workers Union,Traverse City,49685,,Y,T
156,243,138,,,,Y,Y,Y,,,,MU ,Management Unit,Pasifico Inc.,Southwest,Southwest,TEL,Team 3,COR,G-5,SLS,INT                                ,BRN                                ,NTWK                               ,Highland Woods City Hall,San Francisco,94115,,Y,T
157,143,350,,,,Y,Y,Y,,,,MU ,Management Unit,Portugal,Southwest,Southwest,TEL,Team 1,SP,G-4,MKT,EXT                                ,INV                                ,NATL                               ,Brand Y Creative Services,San Luis Obisp,93406,,N,T
158,336,342,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Tubs Furniture Store,Northeast,Northeast,FLD,Team 3,SP,G-1,MKT,INT                                ,SCH                                ,MO                                 ,Pac Builders,Hartford,6105,,N,T
159,401,444,,,,N,N,Y,,,,JV ,Joint Venture,AA Advertising,Southwest,Southwest,FLD,Team 1,SP,G-1,SLS,INT                                ,INT                                ,NTWK                               ,AA Advertising,Monterey,93940,,N,T
160,291,7,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Caranisco Homes,Southeast,Southeast,TEL,Team 1,SP,G-3,SLS,EXT                                ,CCE                                ,NATL                               ,Moveit Motorcycle Service,Savannah,31412,,Y,T
161,480,246,,,,N,N,Y,,,,JV ,Joint Venture,Acturial Enterprises Ltd.,Midwest,Midwest,FLD,Team 2,COR,ATM,SLS,INT                                ,INT                                ,MO                                 ,Dean Barnett Furniture Repair,Cedar Rapids,52401,,Y,T
162,320,439,,,,Y,N,N,,,,JV ,Joint Venture,DBN Bank,Southeast,Southeast,TEL,Team 5,LP,ATM,MKT,INT                                ,INV                                ,NATL                               ,Lennox Air Pollution Control,Charlotte,28235,,N,T
163,371,416,,,,Y,Y,Y,,,,JV ,Joint Venture,Lennox Air Pollution Control,Midwest,Midwest,FLD,Team 1,COR,ATM,SLS,INT                                ,INT                                ,DI                                 ,Keyth Contracting and Repair,Lansing,48933,,N,T
164,457,233,,,,N,Y,N,,,,MU ,Management Unit,Myles Building Consultants,Midwest,Midwest,OTH,Team 2,SP,G-2,MKT,EXT                                ,DIR                                ,MO                                 ,Cosmo Skin Care Center,Marietta,45750,,N,T
165,200,419,,,,Y,Y,N,,,,MU ,Management Unit,Dapper's Antiques,Midwest,Midwest,TEL,Team 2,LP,G-2,MKT,INT                                ,CCE                                ,NTWK                               ,Bako Delicatessen,Fort Wayne,46807,,N,T
166,94,173,,,,Y,Y,N,,,,JV ,Joint Venture,Dean Grant Buick and Crysler,Southwest,Southwest,OTH,Team 5,COR,G-3,SLS,INT                                ,CCE                                ,NTWK                               ,Eva Galler Galleries Inc.,Enid,73701,,N,T
167,27,204,,,,Y,N,Y,,,,MU ,Management Unit,Kapp Camera and Video,Southeast,Southeast,TEL,Team 3,COR,G-3,MKT,EXT                                ,SCH                                ,NTWK                               ,Parkway Auto Body,Wilmington,28403,,N,T
168,110,202,,,,Y,N,N,,,,MU ,Management Unit,Ampro Office Team Ltd.,Midwest,Midwest,OTH,Team 5,COR,G-4,SLS,INT                                ,DIR                                ,NATL                               ,Mac Computer Warehouse,Akron,44308,,Y,T
169,480,206,,,,N,N,Y,,,,MU ,Management Unit,Smith Communications Inc.,Southwest,Southwest,OTH,Team 2,COR,G-4,MKT,EXT                                ,DIR                                ,NTWK                               ,Marks,Northridge,91330,,Y,T
170,61,13,,,,Y,N,N,,,,MU ,Management Unit,Crosstracks Car Wash,Southwest,Southwest,TEL,Team 4,LP,G-4,MKT,INT                                ,DIR                                ,MO                                 ,Got It All Electronics Supply,Roswell,88202,,Y,T
171,147,24,,,,Y,Y,Y,,,,MU ,Management Unit,Cotton Thumb Ltd.,Southwest,Southwest,OTH,Team 1,LP,G-3,SLS,EXT                                ,INV                                ,NTWK                               ,Myles Building Consultants,Orange,92666,,N,T
172,500,395,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Chicagoland Cleaners,Southwest,Southwest,TEL,Team 3,LP,G-4,SLS,INT                                ,INT                                ,NATL                               ,Peterson Roberts Carpentry,Lodi,95241,,Y,T
173,351,226,,,,Y,Y,Y,,,,JV ,Joint Venture,Palmer Golf Supplies,Southwest,Southwest,OTH,Team 3,COR,G-5,MKT,EXT                                ,INT                                ,DI                                 ,Hoffman Printing Center,Lodi,95241,,N,T
174,181,249,,,,Y,Y,Y,,,,JV ,Joint Venture,Venturi Discount Drugs,Northwest,Northwest,OTH,Team 5,LP,G-3,MKT,EXT                                ,SCH                                ,DI                                 ,Ernies Foreign Car Service,Seattle,98104,,Y,T
175,269,438,,,,Y,N,N,,,,MU ,Management Unit,MedicServe Medical Supply,Southwest,Southwest,FLD,Team 5,SP,G-1,MKT,EXT                                ,BRN                                ,NATL                               ,Cutter Lawn Mower Repair,Fort Collins,80522,,Y,T
176,21,326,,,,Y,Y,N,,,,JV ,Joint Venture,Arthur M. Feildberg Galleries,Southwest,Southwest,FLD,Team 5,COR,G-2,SLS,EXT                                ,CCE                                ,NATL                               ,Arthur M. Feildberg Galleries,Bakersfield,93301,,Y,T
177,494,233,,,,Y,N,Y,,,,JV ,Joint Venture,Lake Shore Beaches,Southwest,Southwest,OTH,Team 5,SP,G-5,MKT,EXT                                ,INV                                ,DI                                 ,Smith Communications Inc.,Las Cruces,88003,,N,T
178,1,245,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Acturial Enterprises Ltd.,Northeast,Northeast,OTH,Team 1,SP,G-2,MKT,INT                                ,BRN                                ,NTWK                               ,Highland Lanes,Nashua,3061,,Y,T
179,41,479,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Happ Aluminum Siding Co.,Northeast,Northeast,TEL,Team 5,SP,G-2,MKT,INT                                ,SCH                                ,DI                                 ,Energy Source Diet Centers,Bethesda,20814,,N,T
180,84,311,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Glenwood Credit Union,Southwest,Southwest,FLD,Team 5,COR,G-4,MKT,INT                                ,INV                                ,NATL                               ,Libra & Sons,Monterey,93940,,Y,T
181,186,131,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Dean Grant Buick and Crysler,Southwest,Southwest,OTH,Team 5,LP,ATM,MKT,INT                                ,INT                                ,MO                                 ,North Shore Appliance Service,Richmond,94805,,N,T
182,453,92,,,,N,Y,Y,,,,JV ,Joint Venture,Cosmo Skin Care Center,Midwest,Midwest,OTH,Team 4,SP,G-2,SLS,INT                                ,INT                                ,NTWK                               ,Marcy Elaine Bakery,Lima,45802,,N,T
183,210,238,,,,Y,Y,Y,,,,MU ,Management Unit,Ampro Office Team Ltd.,Southwest,Southwest,FLD,Team 2,COR,ATM,MKT,INT                                ,SCH                                ,DI                                 ,Funnyface Amusement Games,Phoenix,85014,,Y,T
184,219,282,,,,Y,Y,N,,,,MU ,Management Unit,DBN Bank,Northeast,Northeast,TEL,Team 4,SP,ATM,MKT,INT                                ,INV                                ,MO                                 ,Michael Montgomery Hair Salon,Hagerstown,21740,,Y,T
185,461,75,,,,N,Y,Y,,,,JV ,Joint Venture,Metro Appliance Service,Northeast,Northeast,TEL,Team 4,LP,G-4,MKT,EXT                                ,INV                                ,MO                                 ,Childress Child Day Care,Albany,12205,,N,T
186,183,2,,,,Y,Y,Y,,,,MU ,Management Unit,Lake Shore Publishing,Northeast,Northeast,FLD,Team 4,COR,G-5,MKT,EXT                                ,SCH                                ,MO                                 ,North Shore Appliance Service,Tenafly,7670,,Y,T
187,471,431,,,,Y,N,Y,,,,MU ,Management Unit,Mac Computer Warehouse,Southeast,Southeast,OTH,Team 3,COR,G-1,MKT,EXT                                ,INT                                ,MO                                 ,Chands CPA,Shreveport,71104,,N,T
188,313,90,,,,N,N,Y,,,,JV ,Joint Venture,Gourmet the Frog,Midwest,Midwest,OTH,Team 2,SP,G-3,MKT,EXT                                ,BRN                                ,DI                                 ,PGS Associates,Champaign,61821,,Y,T
189,315,266,,,,N,Y,N,,,,JV ,Joint Venture,Elm Place Business Supplies,Southwest,Southwest,OTH,Team 1,SP,G-3,SLS,EXT                                ,SCH                                ,DI                                 ,Glenwood Credit Union,Albuquerque,87176,,N,T
190,417,13,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Froggys Gourmet Catering,Northeast,Northeast,FLD,Team 5,SP,G-4,SLS,EXT                                ,DIR                                ,NTWK                               ,Lidhal design Corp.,Haddonfield,8033,,Y,T
191,122,217,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Ninas Snow Plowing,Southwest,Southwest,OTH,Team 2,LP,G-2,MKT,EXT                                ,CCE                                ,DI                                 ,Hart Corporation,Santa Cruz,95060,,N,T
192,117,8,,,,N,N,N,,,,WOS,Wholly Owned Subsidiary,Hart Corporation,Southwest,Southwest,FLD,Team 4,SP,G-5,SLS,INT                                ,SCH                                ,NTWK                               ,Perimeter Security Consultants,San Mateo,94403,,Y,T
193,41,352,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Metro Appliance Service,Midwest,Midwest,TEL,Team 4,COR,G-5,SLS,INT                                ,SCH                                ,NATL                               ,Morgan Construction Co,Pontiac-Oaklan,48343,,N,T
194,143,340,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Metro Appliance Service,Southeast,Southeast,FLD,Team 5,COR,G-3,SLS,EXT                                ,DIR                                ,DI                                 ,Chicagoland Cleaners,Sarasota,34277,,N,T
195,222,274,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Myles Building Consultants,Southwest,Southwest,TEL,Team 4,LP,G-1,MKT,INT                                ,CCE                                ,NATL                               ,Schnitzer Denist College,San Leandro,94577,,Y,T
196,413,381,,,,Y,Y,N,,,,JV ,Joint Venture,Innman Paint and Glass,Southwest,Southwest,OTH,Team 1,COR,G-4,SLS,INT                                ,INV                                ,DI                                 ,George Lee Antiques,Carson,90749,,Y,T
197,24,62,,,,N,Y,Y,,,,JV ,Joint Venture,Venturi Discount Drugs,Southwest,Southwest,OTH,Team 4,COR,ATM,SLS,EXT                                ,SCH                                ,DI                                 ,Glenn Oaks Office Supplies,Anaheim Hills,92817,,Y,T
198,113,437,,,,N,Y,Y,,,,WOS,Wholly Owned Subsidiary,Chicagoland Cleaners,Northeast,Northeast,FLD,Team 1,COR,G-4,MKT,EXT                                ,INV                                ,DI                                 ,Got It All Electronics Supply,Pottsville,17901,,Y,T
199,216,411,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Ninas Snow Plowing,Alaska,Alaska,TEL,Team 3,SP,ATM,SLS,EXT                                ,CCE                                ,DI                                 ,Facelift Kitchen and Bath,Juneau,99802,,Y,T
200,487,130,,,,N,N,Y,,,,JV ,Joint Venture,Lake Shore Publishing,Northeast,Northeast,OTH,Team 4,SP,ATM,SLS,INT                                ,INV                                ,NATL                               ,Got It All Electronics Supply,Plainfield,7061,,Y,T
201,53,479,,,,Y,N,Y,,,,JV ,Joint Venture,Truck-X Muffler Repair,Midwest,Midwest,FLD,Team 5,COR,G-4,SLS,INT                                ,SCH                                ,NTWK                               ,Masterlands Cleaning,Milwaukee,53202,,Y,T
202,440,114,,,,N,Y,Y,,,,MU ,Management Unit,Kapp Camera and Video,Midwest,Midwest,FLD,Team 4,LP,G-1,MKT,EXT                                ,INT                                ,MO                                 ,Dapper's Antiques,Belleville,62220,,N,T
203,224,213,,,,Y,Y,N,,,,MU ,Management Unit,Nel Video Productions,Southeast,Southeast,OTH,Team 2,COR,G-1,SLS,INT                                ,DIR                                ,NATL                               ,First National Bank of Ottowa,Hollywood,33021,,N,T
204,288,58,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Mail Boxes Et. Al.,Midwest,Midwest,FLD,Team 4,COR,G-1,MKT,EXT                                ,INT                                ,NATL                               ,Tubs Furniture Store,Minot,58702,,Y,T
205,12,74,,,,N,Y,Y,,,,JV ,Joint Venture,Highland Woods City Hall,Midwest,Midwest,FLD,Team 5,LP,G-1,MKT,INT                                ,SCH                                ,MO                                 ,Nyman Interior Design,Minneapolis,55414,,Y,T
206,300,282,,,,N,Y,Y,,,,WOS,Wholly Owned Subsidiary,Bills Dive Shop,Southwest,Southwest,OTH,Team 3,SP,G-2,MKT,EXT                                ,INV                                ,DI                                 ,Lambert & Locke Legal Services,Loma Linda,92354,,Y,T
207,445,6,,,,N,N,N,,,,JV ,Joint Venture,Cotton Thumb Ltd.,Midwest,Midwest,FLD,Team 1,LP,ATM,SLS,INT                                ,BRN                                ,NATL                               ,Jack's Discount Drugs,Carmel,46032,,N,T
208,422,173,,,,N,N,Y,,,,JV ,Joint Venture,Facelift Kitchen and Bath,Southwest,Southwest,OTH,Team 5,LP,G-2,MKT,INT                                ,INT                                ,DI                                 ,Ninas Snow Plowing,Los Angeles,90007,,N,T
209,490,405,,,,Y,Y,N,,,,JV ,Joint Venture,Woodworks Co.,Southwest,Southwest,FLD,Team 3,COR,G-2,MKT,EXT                                ,CCE                                ,NATL                               ,Kapp Camera and Video,Los Angeles,90036,,Y,T
210,3,141,,,,N,Y,Y,,,,MU ,Management Unit,Masterlands Cleaning,Midwest,Midwest,FLD,Team 2,LP,G-5,MKT,INT                                ,SCH                                ,MO                                 ,Air France,Minneapolis,55405,,Y,T
211,387,139,,,,Y,N,N,,,,MU ,Management Unit,Moveit Motorcycle Service,Southeast,Southeast,OTH,Team 1,COR,G-1,MKT,EXT                                ,DIR                                ,NTWK                               ,Mac Computer Warehouse,Birmingham,35203,,N,T
212,375,461,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Midwest,Midwest,FLD,Team 5,COR,G-1,MKT,INT                                ,INV                                ,NATL                               ,Perimeter Security Consultants,DeKalb,60115,,Y,T
213,177,122,,,,N,N,Y,,,,JV ,Joint Venture,Air Indonesia,Southeast,Southeast,OTH,Team 1,COR,ATM,SLS,INT                                ,CCE                                ,NTWK                               ,Innman Paint and Glass,Lexington,24450,,N,T
214,458,414,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Ninas Snow Plowing,Southwest,Southwest,TEL,Team 2,LP,G-2,SLS,EXT                                ,SCH                                ,NATL                               ,Hart Corporation,San Francisco,94107,,Y,T
215,371,365,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Marcy Elaine Bakery,Northeast,Northeast,OTH,Team 1,LP,G-4,MKT,EXT                                ,DIR                                ,NATL                               ,Pasifico Inc.,Wayne,19087,,Y,T
216,93,336,,,,N,Y,Y,,,,WOS,Wholly Owned Subsidiary,Mergenthaler Inc.,Northwest,Northwest,OTH,Team 5,SP,G-3,MKT,EXT                                ,SCH                                ,NTWK                               ,Palmer Golf Supplies,Salem,97308,,N,T
217,89,157,,,,N,N,Y,,,,MU ,Management Unit,Cosmo Skin Care Center,Southwest,Southwest,FLD,Team 4,SP,G-5,MKT,EXT                                ,INV                                ,MO                                 ,George Lee Antiques,Reno,89509,,N,T
218,286,429,,,,Y,Y,Y,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Northeast,Northeast,FLD,Team 3,LP,ATM,SLS,EXT                                ,INT                                ,NATL                               ,Lake Shore Publishing,Auburn,13021,,Y,T
219,5,321,,,,N,N,N,,,,JV ,Joint Venture,Parkway Auto Body,Northeast,Northeast,OTH,Team 3,LP,G-2,SLS,EXT                                ,CCE                                ,DI                                 ,Happ Aluminum Siding Co.,Boston,2215,,Y,T
220,323,201,,,,Y,Y,Y,,,,JV ,Joint Venture,American Deli Workers Union,Midwest,Midwest,TEL,Team 3,SP,G-2,SLS,EXT                                ,CCE                                ,DI                                 ,Lennox Air Pollution Control,Woodridge,60517,,Y,T
221,474,252,,,,N,Y,N,,,,MU ,Management Unit,Venturi Discount Drugs,Southeast,Southeast,TEL,Team 2,COR,G-1,MKT,INT                                ,SCH                                ,NATL                               ,Myles Building Consultants,Paducah,42001,,N,T
222,105,149,,,,Y,N,N,,,,MU ,Management Unit,Ampro Office Team Ltd.,Southwest,Southwest,FLD,Team 3,LP,G-4,MKT,INT                                ,INV                                ,NTWK                               ,Meonits & Mogogni Inc.,Santa Ana,92704,,N,T
223,100,380,,,,N,Y,Y,,,,MU ,Management Unit,Tubs Furniture Store,Southwest,Southwest,FLD,Team 1,LP,G-1,SLS,INT                                ,SCH                                ,NATL                               ,Eva Galler Galleries Inc.,Orinda,94563,,N,T
224,340,332,,,,N,N,Y,,,,JV ,Joint Venture,Mac Computer Warehouse,Northeast,Northeast,OTH,Team 1,COR,G-4,MKT,EXT                                ,INV                                ,NATL                               ,New Dehli Auto Exchange,Shaftsbury,5262,,Y,T
225,468,207,,,,N,Y,N,,,,MU ,Management Unit,Mac Computer Warehouse,Northeast,Northeast,FLD,Team 4,COR,G-2,MKT,INT                                ,BRN                                ,MO                                 ,Dean Barnett Furniture Repair,Philadelphia,19101,,Y,T
226,245,466,,,,N,Y,N,,,,JV ,Joint Venture,Nirabi Auto Service,Midwest,Midwest,FLD,Team 2,COR,G-1,SLS,INT                                ,CCE                                ,NATL                               ,Resnick DDS,Lincoln,68508,,N,T
227,214,403,,,,N,Y,Y,,,,MU ,Management Unit,Nel Video Productions,Southwest,Southwest,TEL,Team 2,COR,ATM,SLS,INT                                ,BRN                                ,MO                                 ,Palmer Golf Supplies,Pomona,91767,,Y,T
228,476,36,,,,N,Y,Y,,,,MU ,Management Unit,Highland Woods City Hall,Southwest,Southwest,OTH,Team 3,LP,G-3,SLS,EXT                                ,DIR                                ,DI                                 ,Jack's Discount Drugs,Tucson,85701,,Y,T
229,326,497,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Vecot Inc.,Midwest,Midwest,FLD,Team 5,COR,G-4,SLS,INT                                ,BRN                                ,NTWK                               ,Michael Montgomery Hair Salon,Anderson,46015,,N,T
230,421,333,,,,Y,Y,Y,,,,MU ,Management Unit,Myles Building Consultants,Southwest,Southwest,FLD,Team 1,LP,G-5,MKT,EXT                                ,INT                                ,DI                                 ,Resnick DDS,Pueblo,81003,,N,T
231,277,125,,,,Y,N,N,,,,MU ,Management Unit,K L Consulting,Southwest,Southwest,FLD,Team 3,COR,G-2,MKT,EXT                                ,INV                                ,MO                                 ,Dapper's Antiques,Fremont,94539,,Y,T
232,57,288,,,,Y,N,Y,,,,WOS,Wholly Owned Subsidiary,Quad City Cleaning,Southeast,Southeast,OTH,Team 1,COR,G-1,SLS,EXT                                ,INT                                ,NTWK                               ,Glenn Oaks Office Supplies,Charlotte,28220,,N,T
233,318,140,,,,N,N,N,,,,JV ,Joint Venture,Cosmo Skin Care Center,Southwest,Southwest,FLD,Team 5,SP,G-3,MKT,INT                                ,INV                                ,DI                                 ,Truck-X Muffler Repair,San Francisco,94103,,Y,T
234,115,79,,,,Y,Y,N,,,,JV ,Joint Venture,Jack's Discount Drugs,Southwest,Southwest,TEL,Team 4,COR,G-5,SLS,EXT                                ,SCH                                ,NTWK                               ,Hi-Land Art & Frame,Santa Fe,87504,,Y,T
235,22,225,,,,Y,Y,Y,,,,MU ,Management Unit,Got It All Electronics Supply,Southeast,Southeast,FLD,Team 1,COR,G-5,SLS,EXT                                ,SCH                                ,NTWK                               ,Highland Lanes,Williamsburg,23187,,Y,T
236,173,295,,,,Y,N,N,,,,JV ,Joint Venture,Cosmo Skin Care Center,Southeast,Southeast,FLD,Team 2,COR,G-5,MKT,INT                                ,INV                                ,MO                                 ,Garfield Appliance Service,Columbia,29250,,Y,T
237,104,462,,,,N,Y,N,,,,MU ,Management Unit,Mergenthaler Inc.,Southeast,Southeast,TEL,Team 3,COR,G-4,MKT,EXT                                ,INV                                ,DI                                 ,Woodworks Co.,Gadsden,35901,,N,T
238,191,469,,,,N,N,Y,,,,JV ,Joint Venture,Mac Computer Warehouse,Midwest,Midwest,FLD,Team 4,COR,G-4,SLS,INT                                ,INV                                ,NATL                               ,Elm Place Business Supplies,Moorhead,56560,,Y,T
239,139,327,,,,Y,Y,Y,,,,MU ,Management Unit,Hart Corporation,Southeast,Southeast,TEL,Team 2,COR,G-3,SLS,EXT                                ,INV                                ,NATL                               ,Doll House Rock,Owensboro,42301,,Y,T
240,399,203,,,,N,Y,Y,,,,WOS,Wholly Owned Subsidiary,Mergenthaler Inc.,Southwest,Southwest,OTH,Team 3,LP,G-4,MKT,INT                                ,BRN                                ,NTWK                               ,Eva Galler Galleries Inc.,Tyler,75713,,Y,T
241,171,146,,,,Y,Y,N,,,,WOS,Wholly Owned Subsidiary,Bako Delicatessen,Southwest,Southwest,OTH,Team 5,SP,G-3,MKT,INT                                ,CCE                                ,NATL                               ,John G. Hartling Ltd.,Cupertino,95014,,Y,T
242,10,344,,,,N,Y,Y,,,,MU ,Management Unit,Meonits & Mogogni Inc.,Northeast,Northeast,OTH,Team 5,SP,G-2,SLS,EXT                                ,BRN                                ,NTWK                               ,Jack's Discount Drugs,Pottsville,17901,,Y,T
243,395,445,,,,N,Y,Y,,,,JV ,Joint Venture,Ninas Snow Plowing,Midwest,Midwest,FLD,Team 5,SP,G-4,SLS,INT                                ,INV                                ,DI                                 ,Lambert & Locke Legal Services,Beloit,53512,,Y,T
244,361,377,,,,Y,Y,Y,,,,MU ,Management Unit,Lidhal design Corp.,Southeast,Southeast,FLD,Team 1,COR,G-5,MKT,EXT                                ,INT                                ,DI                                 ,Hart Corporation,New Orleans,70112,,N,T
245,170,214,,,,Y,N,Y,,,,MU ,Management Unit,Nitelites Party Rental,Midwest,Midwest,FLD,Team 3,LP,G-2,MKT,EXT                                ,DIR                                ,NATL                               ,Smith Communications Inc.,Chicago,60604,,Y,T
246,53,420,,,,Y,Y,N,,,,JV ,Joint Venture,Innman Paint and Glass,Southwest,Southwest,OTH,Team 2,SP,ATM,SLS,EXT                                ,INT                                ,MO                                 ,Energy Source Diet Centers,Thatcher,85552,,Y,T
247,136,154,,,,N,Y,N,,,,WOS,Wholly Owned Subsidiary,Morgan Construction Co,Northeast,Northeast,FLD,Team 4,LP,ATM,SLS,INT                                ,BRN                                ,DI                                 ,Highland Woods City Hall,Hershey,17033,,Y,T
248,301,483,,,,Y,N,N,,,,MU ,Management Unit,Energy Source Diet Centers,Northeast,Northeast,OTH,Team 5,COR,G-1,SLS,EXT                                ,SCH                                ,NTWK                               ,American Deli Workers Union,Osterville,2655,,N,T
