221620,210000,Mining,221120,Electric Power Transmission Control and Distribution,T
221621,210000,Mining,221121,Electric Bulk Power Transmission and Control,T
221622,210000,Mining,221122,Electric Power Distribution,T
221700,210000,Mining,221200,Natural Gas Distribution,T
221710,210000,Mining,221210,Natural Gas Distribution,T
221800,210000,Mining,221300,Water Sewage and Other Systems,T
221810,210000,Mining,221310,Water Supply and Irrigation Systems,T
221820,210000,Mining,221320,Sewage Treatment Facilities,T
221830,210000,Mining,221330,Steam and Air-Conditioning Supply,T
230500,230000,Construction,230000,Construction,T
233500,230000,Construction,233000,Building Developing and General Contracting,T
233600,230000,Construction,233100,Land Subdivision and Land Development,T
233610,230000,Construction,233110,Land Subdivision and Land Development,T
233700,230000,Construction,233200,Residential Building Construction,T
233710,230000,Construction,233210,Single Family Housing Construction,T
233720,230000,Construction,233220,Multifamily Housing Construction,T
233800,230000,Construction,233300,Nonresidential Building Construction,T
233810,230000,Construction,233310,Manufacturing and Industrial Building Construction,T
233820,230000,Construction,233320,Commercial and Institutional Building Construction,T
234500,230000,Construction,234000,Heavy Construction,T
234600,230000,Construction,234100,Highway Street Bridge and Tunnel Construction,T
234610,230000,Construction,234110,Highway and Street Construction,T
234620,230000,Construction,234120,Bridge and Tunnel Construction,T
235400,230000,Construction,234900,Other Heavy Construction,T
235410,230000,Construction,234910,Water Sewer and Pipeline Construction,T
235420,230000,Construction,234920,Power and Communication Transmission Line Construction,T
235430,230000,Construction,234930,Industrial Nonbuilding Structure Construction,T
235490,230000,Construction,234990,All Other Heavy Construction,T
235500,230000,Construction,235000,Special Trade Contractors,T
235600,230000,Construction,235100,Plumbing Heating and Air-Conditioning Contractors,T
235610,230000,Construction,235110,Plumbing Heating and Air-Conditioning Contractors,T
235700,230000,Construction,235200,Painting and Wall Covering Contractors,T
235710,230000,Construction,235210,Painting and Wall Covering Contractors,T
235800,230000,Construction,235300,Electrical Contractors,T
235810,230000,Construction,235310,Electrical Contractors,T
235900,230000,Construction,235400,Masonry Drywall Insulation and Tile Contractors,T
235910,230000,Construction,235410,Masonry and Stone Contractors,T
235920,230000,Construction,235420,Drywall Plastering Acoustical and Insulation Contractors,T
235930,230000,Construction,235430,Tile Marble Terrazzo and Mosaic Contractors,T
236000,230000,Construction,235500,Carpentry and Floor Contractors,T
236010,230000,Construction,235510,Carpentry Contractors,T
236020,230000,Construction,235520,Floor Laying and Other Floor Contractors,T
236100,230000,Construction,235600,Roofing Siding and Sheet Metal Contractors,T
236110,230000,Construction,235610,Roofing Siding and Sheet Metal Contractors,T
236200,230000,Construction,235700,Concrete Contractors,T
236210,230000,Construction,235710,Concrete Contractors,T
236300,230000,Construction,235800,Water Well Drilling Contractors,T
236310,230000,Construction,235810,Water Well Drilling Contractors,T
236400,230000,Construction,235900,Other Special Trade Contractors,T
236410,230000,Construction,235910,Structural Steel Erection Contractors,T
236420,230000,Construction,235920,Glass and Glazing Contractors,T
236430,230000,Construction,235930,Excavation Contractors,T
236440,230000,Construction,235940,Wrecking and Demolition Contractors,T
236450,230000,Construction,235950,Building Equipment and Other Machinery Installation Contractors,T
236490,230000,Construction,235990,All Other Special Trade Contractors,T
310500,310000,Manufacturing,310000,Manufacturing,T
320500,320000,Manufacturing,320000,Manufacturing,T
330500,330000,Manufacturing,330000,Manufacturing,T
311500,310000,Manufacturing,311000,Food Manufacturing,T
311600,310000,Manufacturing,311100,Animal Food Manufacturing,T
311610,310000,Manufacturing,311110,Animal Food Manufacturing,T
311611,310000,Manufacturing,311111,Dog and Cat Food Manufacturing,T
311619,310000,Manufacturing,311119,Other Animal Food Manufacturing,T
311700,310000,Manufacturing,311200,Grain and Oilseed Milling,T
311710,310000,Manufacturing,311210,Flour Milling and Malt Manufacturing,T
311711,310000,Manufacturing,311211,Flour Milling,T
311712,310000,Manufacturing,311212,Rice Milling,T
311713,310000,Manufacturing,311213,Malt Manufacturing,T
311720,310000,Manufacturing,311220,Starch and Vegetable Fats and Oils Manufacturing,T
311721,310000,Manufacturing,311221,Wet Corn Milling,T
311722,310000,Manufacturing,311222,Soybean Processing,T
311723,310000,Manufacturing,311223,Other Oilseed Processing,T
311725,310000,Manufacturing,311225,Fats and Oils Refining and Blending,T
311730,310000,Manufacturing,311230,Breakfast Cereal Manufacturing,T
311800,310000,Manufacturing,311300,Sugar and Confectionery Product Manufacturing,T
311810,310000,Manufacturing,311310,Sugar Manufacturing,T
311811,310000,Manufacturing,311311,Sugarcane Mills,T
311812,310000,Manufacturing,311312,Cane Sugar Refining,T
311813,310000,Manufacturing,311313,Beet Sugar Manufacturing,T
311820,310000,Manufacturing,311320,Chocolate and Confectionery Manufacturing from Cacao Beans,T
311830,310000,Manufacturing,311330,Confectionery Manufacturing from Purchased Chocolate,T
311840,310000,Manufacturing,311340,Nonchocolate Confectionery Manufacturing,T
311900,310000,Manufacturing,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,T
311910,310000,Manufacturing,311410,Frozen Food Manufacturing,T
311911,310000,Manufacturing,311411,Frozen Fruit Juice and Vegetable Manufacturing,T
311912,310000,Manufacturing,311412,Frozen Specialty Food Manufacturing,T
311920,310000,Manufacturing,311420,Fruit and Vegetable Canning Pickling and Drying,T
311921,310000,Manufacturing,311421,Fruit and Vegetable Canning,T
311922,310000,Manufacturing,311422,Specialty Canning,T
311923,310000,Manufacturing,311423,Dried and Dehydrated Food Manufacturing,T
312000,310000,Manufacturing,311500,Dairy Product Manufacturing,T
312010,310000,Manufacturing,311510,Dairy Product (except Frozen) Manufacturing,T
312011,310000,Manufacturing,311511,Fluid Milk Manufacturing,T
312012,310000,Manufacturing,311512,Creamery Butter Manufacturing,T
312013,310000,Manufacturing,311513,Cheese Manufacturing,T
312014,310000,Manufacturing,311514,Dry Condensed and Evaporated Dairy Product Manufacturing,T
312020,310000,Manufacturing,311520,Ice Cream and Frozen Dessert Manufacturing,T
312100,310000,Manufacturing,311600,Animal Slaughtering and Processing,T
312110,310000,Manufacturing,311610,Animal Slaughtering and Processing,T
312111,310000,Manufacturing,311611,Animal (except Poultry) Slaughtering,T
312112,310000,Manufacturing,311612,Meat Processed from Carcasses,T
312113,310000,Manufacturing,311613,Rendering and Meat Byproduct Processing,T
312115,310000,Manufacturing,311615,Poultry Processing,T
312200,310000,Manufacturing,311700,Seafood Product Preparation and Packaging,T
312210,310000,Manufacturing,311710,Seafood Product Preparation and Packaging,T
312211,310000,Manufacturing,311711,Seafood Canning,T
312212,310000,Manufacturing,311712,Fresh and Frozen Seafood Processing,T
312300,310000,Manufacturing,311800,Bakeries and Tortilla Manufacturing,T
312310,310000,Manufacturing,311810,Bread and Bakery Product Manufacturing,T
312311,310000,Manufacturing,311811,Retail Bakeries,T
312312,310000,Manufacturing,311812,Commercial Bakeries,T
312313,310000,Manufacturing,311813,Frozen Cakes Pies and Other Pastries Manufacturing,T
312320,310000,Manufacturing,311820,Cookie Cracker and Pasta Manufacturing,T
312321,310000,Manufacturing,311821,Cookie and Cracker Manufacturing,T
312322,310000,Manufacturing,311822,Flour Mixes and Dough Manufacturing from Purchased Flour,T
312323,310000,Manufacturing,311823,Dry Pasta Manufacturing,T
312330,310000,Manufacturing,311830,Tortilla Manufacturing,T
312400,310000,Manufacturing,311900,Other Food Manufacturing,T
312410,310000,Manufacturing,311910,Snack Food Manufacturing,T
312411,310000,Manufacturing,311911,Roasted Nuts and Peanut Butter Manufacturing,T
312419,310000,Manufacturing,311919,Other Snack Food Manufacturing,T
312420,310000,Manufacturing,311920,Coffee and Tea Manufacturing,T
312430,310000,Manufacturing,311930,Flavoring Syrup and Concentrate Manufacturing,T
312440,310000,Manufacturing,311940,Seasoning and Dressing Manufacturing,T
312441,310000,Manufacturing,311941,Mayonnaise Dressing and Other Prepared Sauce Manufacturing,T
312442,310000,Manufacturing,311942,Spice and Extract Manufacturing,T
312490,310000,Manufacturing,311990,All Other Food Manufacturing,T
312491,310000,Manufacturing,311991,Perishable Prepared Food Manufacturing,T
312499,310000,Manufacturing,311999,All Other Miscellaneous Food Manufacturing,T
312500,310000,Manufacturing,312000,Beverage and Tobacco Product Manufacturing,T
312600,310000,Manufacturing,312100,Beverage Manufacturing,T
312610,310000,Manufacturing,312110,Soft Drink and Ice Manufacturing,T
312611,310000,Manufacturing,312111,Soft Drink Manufacturing,T
312612,310000,Manufacturing,312112,Bottled Water Manufacturing,T
312613,310000,Manufacturing,312113,Ice Manufacturing,T
312620,310000,Manufacturing,312120,Breweries,T
312630,310000,Manufacturing,312130,Wineries,T
312640,310000,Manufacturing,312140,Distilleries,T
312700,310000,Manufacturing,312200,Tobacco Manufacturing,T
312710,310000,Manufacturing,312210,Tobacco Stemming and Redrying,T
312720,310000,Manufacturing,312220,Tobacco Product Manufacturing,T
312721,310000,Manufacturing,312221,Cigarette Manufacturing,T
312729,310000,Manufacturing,312229,Other Tobacco Product Manufacturing,T
313500,310000,Manufacturing,313000,Textile Mills,T
313600,310000,Manufacturing,313100,Fiber Yarn and Thread Mills,T
313610,310000,Manufacturing,313110,Fiber Yarn and Thread Mills,T
313611,310000,Manufacturing,313111,Yarn Spinning Mills,T
313612,310000,Manufacturing,313112,Yarn Texturizing Throwing and Twisting Mills,T
313613,310000,Manufacturing,313113,Thread Mills,T
313700,310000,Manufacturing,313200,Fabric Mills,T
313710,310000,Manufacturing,313210,Broadwoven Fabric Mills,T
313720,310000,Manufacturing,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,T
313721,310000,Manufacturing,313221,Narrow Fabric Mills,T
313722,310000,Manufacturing,313222,Schiffli Machine Embroidery,T
313730,310000,Manufacturing,313230,Nonwoven Fabric Mills,T
313740,310000,Manufacturing,313240,Knit Fabric Mills,T
313741,310000,Manufacturing,313241,Weft Knit Fabric Mills,T
313749,310000,Manufacturing,313249,Other Knit Fabric and Lace Mills,T
313800,310000,Manufacturing,313300,Textile and Fabric Finishing and Fabric Coating Mills,T
313810,310000,Manufacturing,313310,Textile and Fabric Finishing Mills,T
313811,310000,Manufacturing,313311,Broadwoven Fabric Finishing Mills,T
313812,310000,Manufacturing,313312,Textile and Fabric Finishing (except Broadwoven Fabric) Mills,T
313820,310000,Manufacturing,313320,Fabric Coating Mills,T
314500,310000,Manufacturing,314000,Textile Product Mills,T
314600,310000,Manufacturing,314100,Textile Furnishings Mills,T
314610,310000,Manufacturing,314110,Carpet and Rug Mills,T
314620,310000,Manufacturing,314120,Curtain and Linen Mills,T
314621,310000,Manufacturing,314121,Curtain and Drapery Mills,T
314629,310000,Manufacturing,314129,Other Household Textile Product Mills,T
315400,310000,Manufacturing,314900,Other Textile Product Mills,T
315410,310000,Manufacturing,314910,Textile Bag and Canvas Mills,T
315411,310000,Manufacturing,314911,Textile Bag Mills,T
315412,310000,Manufacturing,314912,Canvas and Related Product Mills,T
315490,310000,Manufacturing,314990,All Other Textile Product Mills,T
315491,310000,Manufacturing,314991,Rope Cordage and Twine Mills,T
315492,310000,Manufacturing,314992,Tire Cord and Tire Fabric Mills,T
315499,310000,Manufacturing,314999,All Other Miscellaneous Textile Product Mills,T
315500,310000,Manufacturing,315000,Apparel Manufacturing,T
315600,310000,Manufacturing,315100,Apparel Knitting Mills,T
315610,310000,Manufacturing,315110,Hosiery and Sock Mills,T
315611,310000,Manufacturing,315111,Sheer Hosiery Mills,T
315619,310000,Manufacturing,315119,Other Hosiery and Sock Mills,T
315690,310000,Manufacturing,315190,Other Apparel Knitting Mills,T
315691,310000,Manufacturing,315191,Outerwear Knitting Mills,T
315692,310000,Manufacturing,315192,Underwear and Nightwear Knitting Mills,T
315700,310000,Manufacturing,315200,Cut and Sew Apparel Manufacturing,T
315710,310000,Manufacturing,315210,Cut and Sew Apparel Contractors,T
315711,310000,Manufacturing,315211,Mens and Boys Cut and Sew Apparel Contractors,T
315712,310000,Manufacturing,315212,Womens Girls and Infants Cut and Sew Apparel Contractors,T
315720,310000,Manufacturing,315220,Mens and Boys Cut and Sew Apparel Manufacturing,T
315721,310000,Manufacturing,315221,Mens and Boys Cut and Sew Underwear and Nightwear Manufacturing,T
315722,310000,Manufacturing,315222,Mens and Boys Cut and Sew Suit Coat and Overcoat Manufacturing,T
315723,310000,Manufacturing,315223,Mens and Boys Cut and Sew Shirt (except Work Shirt) Manufacturing,T
315724,310000,Manufacturing,315224,Mens and Boys Cut and Sew Trouser Slack and Jean Manufacturing,T
315725,310000,Manufacturing,315225,Mens and Boys Cut and Sew Work Clothing Manufacturing,T
315728,310000,Manufacturing,315228,Mens and Boys Cut and Sew Other Outerwear Manufacturing,T
315730,310000,Manufacturing,315230,Womens and Girls Cut and Sew Apparel Manufacturing,T
315731,310000,Manufacturing,315231,Womens and Girls Cut and Sew Lingerie Loungewear and Nightwear Manufacturing,T
315732,310000,Manufacturing,315232,Womens and Girls Cut and Sew Blouse and Shirt Manufacturing,T
315733,310000,Manufacturing,315233,Womens and Girls Cut and Sew Dress Manufacturing,T
315734,310000,Manufacturing,315234,Womens and Girls Cut and Sew Suit Coat Tailored Jacket and Skirt Manufacturing,T
315739,310000,Manufacturing,315239,Womens and Girls Cut and Sew Other Outerwear Manufacturing,T
315790,310000,Manufacturing,315290,Other Cut and Sew Apparel Manufacturing,T
315791,310000,Manufacturing,315291,Infants Cut and Sew Apparel Manufacturing,T
315792,310000,Manufacturing,315292,Fur and Leather Apparel Manufacturing,T
315799,310000,Manufacturing,315299,All Other Cut and Sew Apparel Manufacturing,T
316400,310000,Manufacturing,315900,Apparel Accessories and Other Apparel Manufacturing,T
316490,310000,Manufacturing,315990,Apparel Accessories and Other Apparel Manufacturing,T
316491,310000,Manufacturing,315991,Hat Cap and Millinery Manufacturing,T
316492,310000,Manufacturing,315992,Glove and Mitten Manufacturing,T
316493,310000,Manufacturing,315993,Mens and Boys Neckwear Manufacturing,T
316499,310000,Manufacturing,315999,Other Apparel Accessories and Other Apparel Manufacturing,T
316500,310000,Manufacturing,316000,Leather and Allied Product Manufacturing,T
316600,310000,Manufacturing,316100,Leather and Hide Tanning and Finishing,T
316610,310000,Manufacturing,316110,Leather and Hide Tanning and Finishing,T
316700,310000,Manufacturing,316200,Footwear Manufacturing,T
316710,310000,Manufacturing,316210,Footwear Manufacturing,T
316711,310000,Manufacturing,316211,Rubber and Plastics Footwear Manufacturing,T
316712,310000,Manufacturing,316212,House Slipper Manufacturing,T
316713,310000,Manufacturing,316213,Mens Footwear (except Athletic) Manufacturing,T
316714,310000,Manufacturing,316214,Womens Footwear (except Athletic) Manufacturing,T
316719,310000,Manufacturing,316219,Other Footwear Manufacturing,T
317400,310000,Manufacturing,316900,Other Leather and Allied Product Manufacturing,T
317490,310000,Manufacturing,316990,Other Leather and Allied Product Manufacturing,T
317491,310000,Manufacturing,316991,Luggage Manufacturing,T
317492,310000,Manufacturing,316992,Womens Handbag and Purse Manufacturing,T
317493,310000,Manufacturing,316993,Personal Leather Good (except Womens Handbag and Purse) Manufacturing,T
317499,310000,Manufacturing,316999,All Other Leather Good Manufacturing,T
321500,320000,Manufacturing,321000,Wood Product Manufacturing,T
321600,320000,Manufacturing,321100,Sawmills and Wood Preservation,T
321610,320000,Manufacturing,321110,Sawmills and Wood Preservation,T
321613,320000,Manufacturing,321113,Sawmills,T
321614,320000,Manufacturing,321114,Wood Preservation,T
321700,320000,Manufacturing,321200,Veneer Plywood and Engineered Wood Product Manufacturing,T
321710,320000,Manufacturing,321210,Veneer Plywood and Engineered Wood Product Manufacturing,T
321711,320000,Manufacturing,321211,Hardwood Veneer and Plywood Manufacturing,T
321712,320000,Manufacturing,321212,Softwood Veneer and Plywood Manufacturing,T
321713,320000,Manufacturing,321213,Engineered Wood Member (except Truss) Manufacturing,T
321714,320000,Manufacturing,321214,Truss Manufacturing,T
321719,320000,Manufacturing,321219,Reconstituted Wood Product Manufacturing,T
322400,320000,Manufacturing,321900,Other Wood Product Manufacturing,T
322410,320000,Manufacturing,321910,Millwork,T
322411,320000,Manufacturing,321911,Wood Window and Door Manufacturing,T
322412,320000,Manufacturing,321912,Cut Stock Resawing Lumber and Planing,T
322418,320000,Manufacturing,321918,Other Millwork (including Flooring),T
322420,320000,Manufacturing,321920,Wood Container and Pallet Manufacturing,T
322490,320000,Manufacturing,321990,All Other Wood Product Manufacturing,T
322491,320000,Manufacturing,321991,Manufactured Home (Mobile Home) Manufacturing,T
322492,320000,Manufacturing,321992,Prefabricated Wood Building Manufacturing,T
322499,320000,Manufacturing,321999,All Other Miscellaneous Wood Product Manufacturing,T
322500,320000,Manufacturing,322000,Paper Manufacturing,T
322600,320000,Manufacturing,322100,Pulp Paper and Paperboard Mills,T
322610,320000,Manufacturing,322110,Pulp Mills,T
322620,320000,Manufacturing,322120,Paper Mills,T
322621,320000,Manufacturing,322121,Paper (except Newsprint) Mills,T
322622,320000,Manufacturing,322122,Newsprint Mills,T
322630,320000,Manufacturing,322130,Paperboard Mills,T
322700,320000,Manufacturing,322200,Converted Paper Product Manufacturing,T
322710,320000,Manufacturing,322210,Paperboard Container Manufacturing,T
322711,320000,Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,T
322712,320000,Manufacturing,322212,Folding Paperboard Box Manufacturing,T
322713,320000,Manufacturing,322213,Setup Paperboard Box Manufacturing,T
322714,320000,Manufacturing,322214,Fiber Can Tube Drum and Similar Products Manufacturing,T
322715,320000,Manufacturing,322215,Nonfolding Sanitary Food Container Manufacturing,T
322720,320000,Manufacturing,322220,Paper Bag and Coated and Treated Paper Manufacturing,T
322721,320000,Manufacturing,322221,Coated and Laminated Packaging Paper and Plastics Film Manufacturing,T
322722,320000,Manufacturing,322222,Coated and Laminated Paper Manufacturing,T
322723,320000,Manufacturing,322223,Plastics Foil and Coated Paper Bag Manufacturing,T
322724,320000,Manufacturing,322224,Uncoated Paper and Multiwall Bag Manufacturing,T
322725,320000,Manufacturing,322225,Laminated Aluminum Foil Manufacturing for Flexible Packaging Uses,T
322726,320000,Manufacturing,322226,Surface-Coated Paperboard Manufacturing,T
322730,320000,Manufacturing,322230,Stationery Product Manufacturing,T
322731,320000,Manufacturing,322231,Die-Cut Paper and Paperboard Office Supplies Manufacturing,T
322732,320000,Manufacturing,322232,Envelope Manufacturing,T
322733,320000,Manufacturing,322233,Stationery Tablet and Related Product Manufacturing,T
322790,320000,Manufacturing,322290,Other Converted Paper Product Manufacturing,T
322791,320000,Manufacturing,322291,Sanitary Paper Product Manufacturing,T
322799,320000,Manufacturing,322299,All Other Converted Paper Product Manufacturing,T
323500,320000,Manufacturing,323000,Printing and Related Support Activities,T
323600,320000,Manufacturing,323100,Printing and Related Support Activities,T
323610,320000,Manufacturing,323110,Printing,T
323610,320000,Manufacturing,323110,Commercial Lithographic Printing,T
323611,320000,Manufacturing,323111,Commercial Gravure Printing,T
323612,320000,Manufacturing,323112,Commercial Flexographic Printing,T
323613,320000,Manufacturing,323113,Commercial Screen Printing,T
323614,320000,Manufacturing,323114,Quick Printing,T
323615,320000,Manufacturing,323115,Digital Printing,T
323616,320000,Manufacturing,323116,Manifold Business Forms Printing,T
323617,320000,Manufacturing,323117,Books Printing,T
323618,320000,Manufacturing,323118,Blankbook Looseleaf Binders and Devices Manufacturing,T
323619,320000,Manufacturing,323119,Other Commercial Printing,T
323620,320000,Manufacturing,323120,Support Activities for Printing,T
323621,320000,Manufacturing,323121,Tradebinding and Related Work,T
323622,320000,Manufacturing,323122,Prepress Services,T
324500,320000,Manufacturing,324000,Petroleum and Coal Products Manufacturing,T
324600,320000,Manufacturing,324100,Petroleum and Coal Products Manufacturing,T
324610,320000,Manufacturing,324110,Petroleum Refineries,T
324620,320000,Manufacturing,324120,Asphalt Paving Roofing and Saturated Materials Manufacturing,T
324621,320000,Manufacturing,324121,Asphalt Paving Mixture and Block Manufacturing,T
324622,320000,Manufacturing,324122,Asphalt Shingle and Coating Materials Manufacturing,T
324690,320000,Manufacturing,324190,Other Petroleum and Coal Products Manufacturing,T
324691,320000,Manufacturing,324191,Petroleum Lubricating Oil and Grease Manufacturing,T
324699,320000,Manufacturing,324199,All Other Petroleum and Coal Products Manufacturing,T
325500,320000,Manufacturing,325000,Chemical Manufacturing,T
325600,320000,Manufacturing,325100,Basic Chemical Manufacturing,T
325610,320000,Manufacturing,325110,Petrochemical Manufacturing,T
325620,320000,Manufacturing,325120,Industrial Gas Manufacturing,T
325630,320000,Manufacturing,325130,Synthetic Dye and Pigment Manufacturing,T
325631,320000,Manufacturing,325131,Inorganic Dye and Pigment Manufacturing,T
325632,320000,Manufacturing,325132,Synthetic Organic Dye and Pigment Manufacturing,T
325680,320000,Manufacturing,325180,Other Basic Inorganic Chemical Manufacturing,T
325681,320000,Manufacturing,325181,Alkalies and Chlorine Manufacturing,T
325682,320000,Manufacturing,325182,Carbon Black Manufacturing,T
325688,320000,Manufacturing,325188,All Other Basic Inorganic Chemical Manufacturing,T
325690,320000,Manufacturing,325190,Other Basic Organic Chemical Manufacturing,T
325691,320000,Manufacturing,325191,Gum and Wood Chemical Manufacturing,T
325692,320000,Manufacturing,325192,Cyclic Crude and Intermediate Manufacturing,T
325693,320000,Manufacturing,325193,Ethyl Alcohol Manufacturing,T
325699,320000,Manufacturing,325199,All Other Basic Organic Chemical Manufacturing,T
325700,320000,Manufacturing,325200,Resin Synthetic Rubber and Artificial and Synthetic Fibers and Filaments Manufacturing,T
325710,320000,Manufacturing,325210,Resin and Synthetic Rubber Manufacturing,T
325711,320000,Manufacturing,325211,Plastics Material and Resin Manufacturing,T
325712,320000,Manufacturing,325212,Synthetic Rubber Manufacturing,T
325720,320000,Manufacturing,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,T
325721,320000,Manufacturing,325221,Cellulosic Organic Fiber Manufacturing,T
325722,320000,Manufacturing,325222,Noncellulosic Organic Fiber Manufacturing,T
325800,320000,Manufacturing,325300,Pesticide Fertilizer and Other Agricultural Chemical Manufacturing,T
325810,320000,Manufacturing,325310,Fertilizer Manufacturing,T
325811,320000,Manufacturing,325311,Nitrogenous Fertilizer Manufacturing,T
325812,320000,Manufacturing,325312,Phosphatic Fertilizer Manufacturing,T
325814,320000,Manufacturing,325314,Fertilizer (Mixing Only) Manufacturing,T
325820,320000,Manufacturing,325320,Pesticide and Other Agricultural Chemical Manufacturing,T
325900,320000,Manufacturing,325400,Pharmaceutical and Medicine Manufacturing,T
325910,320000,Manufacturing,325410,Pharmaceutical and Medicine Manufacturing,T
325911,320000,Manufacturing,325411,Medicinal and Botanical Manufacturing,T
325912,320000,Manufacturing,325412,Pharmaceutical Preparation Manufacturing,T
325913,320000,Manufacturing,325413,In-Vitro Diagnostic Substance Manufacturing,T
325914,320000,Manufacturing,325414,Biological Product (except Diagnostic) Manufacturing,T
326000,320000,Manufacturing,325500,Paint Coating and Adhesive Manufacturing,T
326010,320000,Manufacturing,325510,Paint and Coating Manufacturing,T
326020,320000,Manufacturing,325520,Adhesive Manufacturing,T
326100,320000,Manufacturing,325600,Soap Cleaning Compound and Toilet Preparation Manufacturing,T
326110,320000,Manufacturing,325610,Soap and Cleaning Compound Manufacturing,T
326111,320000,Manufacturing,325611,Soap and Other Detergent Manufacturing,T
326112,320000,Manufacturing,325612,Polish and Other Sanitation Good Manufacturing,T
326113,320000,Manufacturing,325613,Surface Active Agent Manufacturing,T
326120,320000,Manufacturing,325620,Toilet Preparation Manufacturing,T
326400,320000,Manufacturing,325900,Other Chemical Product and Preparation Manufacturing,T
326410,320000,Manufacturing,325910,Printing Ink Manufacturing,T
326420,320000,Manufacturing,325920,Explosives Manufacturing,T
326490,320000,Manufacturing,325990,All Other Chemical Product and Preparation Manufacturing,T
326491,320000,Manufacturing,325991,Custom Compounding of Purchased Resins,T
326492,320000,Manufacturing,325992,Photographic Film Paper Plate and Chemical Manufacturing,T
326498,320000,Manufacturing,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,T
326500,320000,Manufacturing,326000,Plastics and Rubber Products Manufacturing,T
326600,320000,Manufacturing,326100,Plastics Product Manufacturing,T
326610,320000,Manufacturing,326110,Unsupported Plastics Film Sheet and Bag Manufacturing,T
326611,320000,Manufacturing,326111,Unsupported Plastics Bag Manufacturing,T
326612,320000,Manufacturing,326112,Unsupported Plastics Packaging Film and Sheet Manufacturing,T
326613,320000,Manufacturing,326113,Unsupported Plastics Film and Sheet (except Packaging) Manufacturing,T
326620,320000,Manufacturing,326120,Plastics Pipe Pipe Fitting and Unsupported Profile Shape Manufacturing,T
326621,320000,Manufacturing,326121,Unsupported Plastics Profile Shape Manufacturing,T
326622,320000,Manufacturing,326122,Plastics Pipe and Pipe Fitting Manufacturing,T
326630,320000,Manufacturing,326130,Laminated Plastics Plate Sheet and Shape Manufacturing,T
326640,320000,Manufacturing,326140,Polystyrene Foam Product Manufacturing,T
326650,320000,Manufacturing,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,T
326660,320000,Manufacturing,326160,Plastics Bottle Manufacturing,T
326690,320000,Manufacturing,326190,Other Plastics Product Manufacturing,T
326691,320000,Manufacturing,326191,Plastics Plumbing Fixture Manufacturing,T
326692,320000,Manufacturing,326192,Resilient Floor Covering Manufacturing,T
326699,320000,Manufacturing,326199,All Other Plastics Product Manufacturing,T
326700,320000,Manufacturing,326200,Rubber Product Manufacturing,T
326710,320000,Manufacturing,326210,Tire Manufacturing,T
326711,320000,Manufacturing,326211,Tire Manufacturing (except Retreading),T
326712,320000,Manufacturing,326212,Tire Retreading,T
326720,320000,Manufacturing,326220,Rubber and Plastics Hoses and Belting Manufacturing,T
326790,320000,Manufacturing,326290,Other Rubber Product Manufacturing,T
326791,320000,Manufacturing,326291,Rubber Product Manufacturing for Mechanical Use,T
326799,320000,Manufacturing,326299,All Other Rubber Product Manufacturing,T
327500,320000,Manufacturing,327000,Nonmetallic Mineral Product Manufacturing,T
327600,320000,Manufacturing,327100,Clay Product and Refractory Manufacturing,T
327610,320000,Manufacturing,327110,Pottery Ceramics and Plumbing Fixture Manufacturing,T
327611,320000,Manufacturing,327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,T
327612,320000,Manufacturing,327112,Vitreous China Fine Earthenware and Other Pottery Product Manufacturing,T
327613,320000,Manufacturing,327113,Porcelain Electrical Supply Manufacturing,T
327620,320000,Manufacturing,327120,Clay Building Material and Refractories Manufacturing,T
327621,320000,Manufacturing,327121,Brick and Structural Clay Tile Manufacturing,T
327622,320000,Manufacturing,327122,Ceramic Wall and Floor Tile Manufacturing,T
327623,320000,Manufacturing,327123,Other Structural Clay Product Manufacturing,T
327624,320000,Manufacturing,327124,Clay Refractory Manufacturing,T
327625,320000,Manufacturing,327125,Nonclay Refractory Manufacturing,T
327700,320000,Manufacturing,327200,Glass and Glass Product Manufacturing,T
327710,320000,Manufacturing,327210,Glass and Glass Product Manufacturing,T
327711,320000,Manufacturing,327211,Flat Glass Manufacturing,T
327712,320000,Manufacturing,327212,Other Pressed and Blown Glass and Glassware Manufacturing,T
327713,320000,Manufacturing,327213,Glass Container Manufacturing,T
327715,320000,Manufacturing,327215,Glass Product Manufacturing Made of Purchased Glass,T
327800,320000,Manufacturing,327300,Cement and Concrete Product Manufacturing,T
327810,320000,Manufacturing,327310,Cement Manufacturing,T
327820,320000,Manufacturing,327320,Ready-Mix Concrete Manufacturing,T
327830,320000,Manufacturing,327330,Concrete Pipe Brick and Block Manufacturing,T
327831,320000,Manufacturing,327331,Concrete Block and Brick Manufacturing,T
327832,320000,Manufacturing,327332,Concrete Pipe Manufacturing,T
327890,320000,Manufacturing,327390,Other Concrete Product Manufacturing,T
327900,320000,Manufacturing,327400,Lime and Gypsum Product Manufacturing,T
327910,320000,Manufacturing,327410,Lime Manufacturing,T
327920,320000,Manufacturing,327420,Gypsum Product Manufacturing,T
